APPOINTMENT_ODU_ID,PRACTICE_ODU_ID,PRACTICE_NAME,PATIENT_ODU_ID,RESOURCE_ODU_ID,APPOINTMENT_DATE,APPOINTMENT_DATETIME,DURATION,PIMS_SOURCE,PIMS_SCHEDULE_TYPE,PIMS_STATUS,NOTES,APPOINTMENT_TYPE,IS_CANCELED_APPOINTMENT,ODU_IS_DELETED,CREATED_DATE,APPT_DATE,TOTAL_AMOUNT,TOTAL_QTY,ANY_INCLINIC,ANY_REVENUE,TXN_COUNT,NO_SHOW,LEAD_TIME_HOURS,DAY_OF_WEEK,HOUR_OF_DAY,MONTH,WEEKDAY_NUM,IS_WEEKEND,IS_MORNING_SLOT,IS_AFTERNOON_SLOT,IS_EVENING_SLOT,DURATION_MIN,PREV_APPT_DATE,DAYS_SINCE_LAST_APPT,PAST_NOSHOW_RATE,RESOURCE_NOSHOW_RATE,PRACTICE_NOSHOW_RATE,IS_MONTH_START,IS_MONTH_END
332271-93989,93989-location,Dogs & Cats Hospital,37971-93989,166-93989,2025-01-28,2025-01-28 09:00:00,15,Appointment,Technician appointment,Kept,"JH: 01-14-25 at 3:03p: S/R_x000D_
_x000D_
1/26/2025 10:31 AM: Appointment is confirmed",Professional Services,False,False,2025-01-14,2025-01-28,0.0,,False,False,,True,345.0,Tuesday,9,1,1,False,True,False,False,15,2025-01-14 08:30:00,14.0,0.5,0.4013605442176871,0.3671988388969521,False,False
331689-93989,93989-location,Dogs & Cats Hospital,37972-93989,21-93989,2025-01-02,2025-01-02 10:00:00,30,Appointment,Exam,Kept,SJ: 12-31-24 at 12:14p: Recheck needs new food equivalent,Professional Services,False,False,2024-12-31,2025-01-02,52.0,2.0,True,True,2.0,False,58.0,Thursday,10,1,3,False,True,False,False,30,,,,0.275092936802974,0.3671988388969521,False,False
326645-93989,93989-location,Dogs & Cats Hospital,37974-93989,113-93989,2025-01-07,2025-01-07 08:30:00,30,Appointment,Grooming,Kept,"TOR: 08-27-24 at 3:48p: Groom_x000D_
_x000D_
1/6/2025 3:34 PM: Appointment is confirmed",Grooming,False,False,2024-08-27,2025-01-07,91.8,2.0,True,True,2.0,False,3200.5,Tuesday,8,1,1,False,True,False,False,30,,,,0.4574898785425101,0.3671988388969521,False,False
326649-93989,93989-location,Dogs & Cats Hospital,37974-93989,113-93989,2025-02-25,2025-02-25 08:00:00,30,Appointment,Grooming,Kept,"TOR: 08-27-24 at 3:51p: Groom_x000D_
big*_x000D_
_x000D_
2/23/2025 8:08 AM: Appointment is confirmed",Grooming,False,False,2024-08-27,2025-02-25,91.8,2.0,True,True,2.0,False,4376.0,Tuesday,8,2,1,False,True,False,False,30,2025-01-07 08:30:00,48.0,0.0,0.4574898785425101,0.3671988388969521,False,False
326651-93989,93989-location,Dogs & Cats Hospital,37974-93989,113-93989,2025-02-27,2025-02-27 10:30:00,30,Appointment,Grooming,Rescheduled,"TOR: 08-27-24 at 3:51p: Groom_x000D_
big*",Grooming,False,False,2024-08-27,2025-02-27,0.0,,False,False,,True,4426.5,Thursday,10,2,3,False,True,False,False,30,2025-02-25 08:00:00,2.0,0.0,0.4574898785425101,0.3671988388969521,False,False
33769-93989,93989-location,Dogs & Cats Hospital,37976-93989,142-93989,2025-01-08,2025-01-08 08:00:00,30,Appointment,Surgery,Kept,"KSM: 12-05-24 at 10:34a: spay;  PH 6, Bravecto af_x000D_
_x000D_
1/7/2025 8:11 AM: Appointment is confirmed",Surgery,False,False,2024-12-05,2025-01-08,743.45,35.0,True,True,16.0,False,824.0,Wednesday,8,1,2,False,True,False,False,30,,,,0.24581005586592178,0.3671988388969521,False,False
332916-93989,93989-location,Dogs & Cats Hospital,37976-93989,142-93989,2025-01-30,2025-01-30 09:45:00,30,Appointment,Exam,Kept,EJF: 01-30-25 at 9:31a: lac on top of head (on their way),Professional Services,False,False,2025-01-30,2025-01-30,643.25,31.0,True,True,12.0,False,9.75,Thursday,9,1,3,False,True,False,False,30,2025-01-08 08:00:00,22.0,0.0,0.24581005586592178,0.3671988388969521,False,False
333553-93989,93989-location,Dogs & Cats Hospital,37976-93989,166-93989,2025-02-17,2025-02-17 11:30:00,15,Appointment,Technician appointment,Kept,TOR: 02-17-25 at 8:25a: S/R,Professional Services,False,False,2025-02-17,2025-02-17,0.0,,False,False,,True,11.5,Monday,11,2,0,False,True,False,False,15,2025-01-30 09:45:00,18.0,0.0,0.4013605442176871,0.3671988388969521,False,False
332811-93989,93989-location,Dogs & Cats Hospital,37981-93989,142-93989,2025-02-07,2025-02-07 11:00:00,15,Appointment,Surgery,Cancelled,"TOR: 02-07-25 at 8:54a: O is sick_x000D_
JH: 01-28-25 at 11:43a: Spay; Vx",Surgery,True,False,2025-01-28,2025-02-07,0.0,,False,False,,True,251.0,Friday,11,2,4,False,True,False,False,15,,,,0.24581005586592178,0.3671988388969521,False,False
33228-93989,93989-location,Dogs & Cats Hospital,37982-93989,166-93989,2025-01-17,2025-01-17 10:15:00,15,Appointment,Technician appointment,Kept,"JH: 01-13-25 at 1:50p: N/T_x000D_
_x000D_
1/15/2025 2:58 PM: Appointment is confirmed",Professional Services,False,False,2025-01-13,2025-01-17,20.2,2.0,True,True,2.0,False,106.25,Friday,10,1,4,False,True,False,False,15,,,,0.4013605442176871,0.3671988388969521,False,False
332524-93989,93989-location,Dogs & Cats Hospital,37985-93989,35-93989,2025-02-05,2025-02-05 08:15:00,15,Appointment,Boarding,Kept,"JH: 01-20-25 at 8:48a: Brd till Mon 2/10_x000D_
*same kennel w/divider or next to each other_x000D_
_x000D_
2/3/2025 8:21 AM: Appointment is confirmed",Boarding,False,False,2025-01-20,2025-02-05,0.0,,False,False,,True,392.25,Wednesday,8,2,2,False,True,False,False,15,,,,0.859504132231405,0.3671988388969521,False,False
332525-93989,93989-location,Dogs & Cats Hospital,37985-93989,162-93989,2025-02-10,2025-02-10 08:30:00,15,Appointment,Bath by Tech,Kept,JH: 01-20-25 at 8:51a: D. bath (in board),Professional Services,False,False,2025-01-20,2025-02-10,250.0,11.0,True,True,3.0,False,512.5,Monday,8,2,0,False,True,False,False,15,2025-02-05 08:15:00,5.0,1.0,0.2857142857142857,0.3671988388969521,False,False
332522-93989,93989-location,Dogs & Cats Hospital,37986-93989,35-93989,2025-02-05,2025-02-05 08:00:00,15,Appointment,Boarding,Kept,"JH: 01-20-25 at 8:48a: Brd till Mon 2/10_x000D_
*same kennel w/divider or next to each other_x000D_
_x000D_
2/3/2025 8:49 AM: Appointment is confirmed",Boarding,False,False,2025-01-20,2025-02-05,0.0,,False,False,,True,392.0,Wednesday,8,2,2,False,True,False,False,15,,,,0.859504132231405,0.3671988388969521,False,False
332523-93989,93989-location,Dogs & Cats Hospital,37986-93989,162-93989,2025-02-10,2025-02-10 08:15:00,15,Appointment,Bath by Tech,Kept,JH: 01-20-25 at 8:50a: D. bath (in board),Professional Services,False,False,2025-01-20,2025-02-10,286.75,14.0,True,True,6.0,False,512.25,Monday,8,2,0,False,True,False,False,15,2025-02-05 08:00:00,5.0,1.0,0.2857142857142857,0.3671988388969521,False,False
332278-93989,93989-location,Dogs & Cats Hospital,38113-93989,21-93989,2025-01-23,2025-01-23 08:45:00,45,Appointment,Surgery,Kept,"SJ: 01-14-25 at 3:20p: Neuter, Rabies booster_x000D_
Send home cone and meds - Foster Karlie",Surgery,False,False,2025-01-14,2025-01-23,0.0,,False,False,,True,224.75,Thursday,8,1,3,False,True,False,False,45,,,,0.275092936802974,0.3671988388969521,False,False
331743-93989,93989-location,Dogs & Cats Hospital,3812-93989,21-93989,2025-01-16,2025-01-16 08:45:00,75,Appointment,Surgery,Kept,JH: 01-02-25 at 11:47a: Spay,Surgery,False,False,2025-01-02,2025-01-16,0.0,,False,False,,True,344.75,Thursday,8,1,3,False,True,False,False,75,,,,0.275092936802974,0.3671988388969521,False,False
332756-93989,93989-location,Dogs & Cats Hospital,3812-93989,162-93989,2025-01-28,2025-01-28 08:15:00,15,Appointment,Bath by Tech,Kept,TOR: 01-27-25 at 2:07p: Deluxe bath w/ nail trim,Professional Services,False,False,2025-01-27,2025-01-28,45.0,1.0,True,True,1.0,False,32.25,Tuesday,8,1,1,False,True,False,False,15,2025-01-16 08:45:00,11.0,1.0,0.2857142857142857,0.3671988388969521,False,False
333488-93989,93989-location,Dogs & Cats Hospital,3812-93989,21-93989,2025-02-14,2025-02-14 11:00:00,30,Appointment,Exam,Kept,TOR: 02-14-25 at 7:59a: Upset tummy,Professional Services,False,False,2025-02-14,2025-02-14,0.0,,False,False,,True,11.0,Friday,11,2,4,False,True,False,False,30,2025-01-28 08:15:00,17.0,0.5,0.275092936802974,0.3671988388969521,False,False
333624-93989,93989-location,Dogs & Cats Hospital,3812-93989,142-93989,2025-02-18,2025-02-18 08:30:00,30,Appointment,Exam,Kept,"JH: 02-18-25 at 7:35a: V+ again - saw BC last week, was doing better until last night",Professional Services,False,False,2025-02-18,2025-02-18,0.0,,False,False,,True,8.5,Tuesday,8,2,1,False,True,False,False,30,2025-02-14 11:00:00,3.0,0.6666666666666666,0.24581005586592178,0.3671988388969521,False,False
332281-93989,93989-location,Dogs & Cats Hospital,38121-93989,21-93989,2025-01-22,2025-01-22 09:30:00,60,Appointment,Surgery,Kept,SJ: 01-14-25 at 3:24p: OVH Rabies no microchip already has one Foster Kayln McAlister (405) 830-7488,Surgery,False,False,2025-01-14,2025-01-22,0.0,,False,False,,True,201.5,Wednesday,9,1,2,False,True,False,False,60,,,,0.275092936802974,0.3671988388969521,False,False
331736-93989,93989-location,Dogs & Cats Hospital,38122-93989,21-93989,2025-01-02,2025-01-02 10:45:00,15,Appointment,Exam,Kept,"JH: 01-02-25 at 9:59a: accidental check in w/Beans for AF_x000D_
JH: 01-02-25 at 9:43a: Check fecal, D+ (rounds previously)",Professional Services,False,False,2025-01-02,2025-01-02,0.0,,False,False,,True,10.75,Thursday,10,1,3,False,True,False,False,15,,,,0.275092936802974,0.3671988388969521,False,False
331741-93989,93989-location,Dogs & Cats Hospital,38122-93989,23-93989,2025-01-09,2025-01-09 10:00:00,15,Appointment,Exam,Rescheduled,JH: 01-02-25 at 11:46a: Recheck fecal,Professional Services,False,False,2025-01-02,2025-01-09,0.0,,False,False,,True,178.0,Thursday,10,1,3,False,True,False,False,15,2025-01-02 10:45:00,6.0,1.0,0.23934426229508196,0.3671988388969521,False,False
33212-93989,93989-location,Dogs & Cats Hospital,38122-93989,21-93989,2025-01-10,2025-01-10 14:00:00,15,Appointment,Exam,Cancelled,JH: 01-02-25 at 11:46a: Recheck fecal,Professional Services,True,False,2025-01-02,2025-01-10,0.0,,False,False,,True,206.0,Friday,14,1,4,False,False,True,False,15,2025-01-09 10:00:00,1.0,1.0,0.275092936802974,0.3671988388969521,False,False
331742-93989,93989-location,Dogs & Cats Hospital,38122-93989,21-93989,2025-01-16,2025-01-16 08:00:00,45,Appointment,Surgery,Kept,JH: 01-02-25 at 11:47a: Spay,Surgery,False,False,2025-01-02,2025-01-16,0.0,,False,False,,True,344.0,Thursday,8,1,3,False,True,False,False,45,2025-01-10 14:00:00,5.0,1.0,0.275092936802974,0.3671988388969521,False,False
332814-93989,93989-location,Dogs & Cats Hospital,38122-93989,166-93989,2025-01-29,2025-01-29 09:30:00,15,Appointment,Technician appointment,Kept,"SJ: 01-28-25 at 12:12p: check suture line, still healed but has a small hard area",Professional Services,False,False,2025-01-28,2025-01-29,0.0,,False,False,,True,33.5,Wednesday,9,1,2,False,True,False,False,15,2025-01-16 08:00:00,13.0,1.0,0.4013605442176871,0.3671988388969521,False,False
332279-93989,93989-location,Dogs & Cats Hospital,38123-93989,21-93989,2025-01-22,2025-01-22 08:00:00,60,Appointment,Surgery,Kept,SJ: 01-14-25 at 3:23p: OVH Rabies no microchip already has it Foster - Kayln McAlister (405) 830-7488,Surgery,False,False,2025-01-14,2025-01-22,0.0,,False,False,,True,200.0,Wednesday,8,1,2,False,True,False,False,60,,,,0.275092936802974,0.3671988388969521,False,False
3311-93989,93989-location,Dogs & Cats Hospital,38128-93989,166-93989,2025-01-13,2025-01-13 08:00:00,15,Appointment,Note,Scheduled,LP: 12-13-24 at 9:45a: Reception call to remind O to come weigh and purchase hwp and f/t,Professional Services,False,False,2024-12-13,2025-01-13,0.0,,False,False,,True,752.0,Monday,8,1,0,False,True,False,False,15,,,,0.4013605442176871,0.3671988388969521,False,False
33199-93989,93989-location,Dogs & Cats Hospital,38128-93989,21-93989,2025-02-12,2025-02-12 08:30:00,60,Appointment,Surgery,Kept,"LP: 12-13-24 at 9:41a: OVH, proheart; Bravecto_x000D_
_x000D_
2/11/2025 8:08 PM: Appointment is confirmed",Surgery,False,False,2024-12-13,2025-02-12,784.6,24.0,True,True,13.0,False,1472.5,Wednesday,8,2,2,False,True,False,False,60,2025-01-13 08:00:00,30.0,1.0,0.275092936802974,0.3671988388969521,False,False
332428-93989,93989-location,Dogs & Cats Hospital,38133-93989,21-93989,2025-01-17,2025-01-17 14:45:00,30,Appointment,Exam,Kept,"TOR: 01-17-25 at 12:40p: Coming later_x000D_
TOR: 01-16-25 at 5:44p: Check ears",Professional Services,False,False,2025-01-16,2025-01-17,650.4,13.0,True,True,10.0,False,38.75,Friday,14,1,4,False,False,True,False,30,,,,0.275092936802974,0.3671988388969521,False,False
332473-93989,93989-location,Dogs & Cats Hospital,38133-93989,21-93989,2025-01-27,2025-01-27 15:00:00,30,Appointment,Exam,Rescheduled,"JH: 01-27-25 at 3:40p: O (son) forgot, (mom) will call back to reschedule for later today either 4pm or 4:30pm_x000D_
_x000D_
KS: 01-17-25 at 3:44p: Recheck ears",Professional Services,False,False,2025-01-17,2025-01-27,0.0,,False,False,,True,255.0,Monday,15,1,0,False,False,True,False,30,2025-01-17 14:45:00,10.0,0.0,0.275092936802974,0.3671988388969521,False,False
332782-93989,93989-location,Dogs & Cats Hospital,38133-93989,21-93989,2025-01-29,2025-01-29 08:00:00,30,Appointment,Exam,Rescheduled,"JH: 01-29-25 at 9:07a: needed a later appt, moved to 3:30pm today_x000D_
_x000D_
JH: 01-27-25 at 3:40p: O (son) forgot, (mom) will call back to reschedule for later today either 4pm or 4:30pm_x000D_
_x000D_
KS: 01-17-25 at 3:44p: Recheck ears",Professional Services,False,False,2025-01-17,2025-01-29,127.5,4.0,True,True,4.0,False,296.0,Wednesday,8,1,2,False,True,False,False,30,2025-01-27 15:00:00,1.0,0.5,0.275092936802974,0.3671988388969521,False,False
332849-93989,93989-location,Dogs & Cats Hospital,38133-93989,21-93989,2025-01-29,2025-01-29 15:30:00,15,Appointment,Exam,Kept,"JH: 01-27-25 at 3:40p: O (son) forgot, (mom) will call back to reschedule for later today either 4pm or 4:30pm_x000D_
_x000D_
KS: 01-17-25 at 3:44p: Recheck ears",Professional Services,False,False,2025-01-17,2025-01-29,127.5,4.0,True,True,4.0,False,303.5,Wednesday,15,1,2,False,False,True,False,15,2025-01-29 08:00:00,0.0,0.3333333333333333,0.275092936802974,0.3671988388969521,False,False
33292-93989,93989-location,Dogs & Cats Hospital,38133-93989,21-93989,2025-02-06,2025-02-06 08:00:00,45,Appointment,Dental,Kept,SJ: 01-29-25 at 4:31p: Dental and recheck ears,Dentistry,False,False,2025-01-29,2025-02-06,466.0,15.0,True,True,14.0,False,200.0,Thursday,8,2,3,False,True,False,False,45,2025-01-29 15:30:00,7.0,0.25,0.275092936802974,0.3671988388969521,False,False
333234-93989,93989-location,Dogs & Cats Hospital,38133-93989,21-93989,2025-02-27,2025-02-27 08:30:00,30,Appointment,Exam,Kept,"SJ: 02-06-25 at 4:01p: Recheck ears and annuals_x000D_
_x000D_
2/25/2025 10:05 AM: Appointment is confirmed",Professional Services,False,False,2025-02-06,2025-02-27,105.3,5.0,True,True,4.0,False,512.5,Thursday,8,2,3,False,True,False,False,30,2025-02-06 08:00:00,21.0,0.2,0.275092936802974,0.3671988388969521,False,False
332635-93989,93989-location,Dogs & Cats Hospital,38134-93989,35-93989,2025-01-31,2025-01-31 08:45:00,15,Appointment,Boarding,Kept,JH: 01-22-25 at 2:29p: Brd till Sun 2/2,Boarding,False,False,2025-01-22,2025-01-31,598.8,85.0,True,True,21.0,False,224.75,Friday,8,1,4,False,True,False,False,15,,,,0.859504132231405,0.3671988388969521,False,True
332676-93989,93989-location,Dogs & Cats Hospital,38134-93989,166-93989,2025-01-31,2025-01-31 09:00:00,15,Appointment,Drop Off,Kept,"recheck fecal in board, possible Flu vacc...mek",Professional Services,False,False,2025-01-23,2025-01-31,598.8,85.0,True,True,21.0,False,201.0,Friday,9,1,4,False,True,False,False,15,2025-01-31 08:45:00,0.0,0.0,0.4013605442176871,0.3671988388969521,False,True
33285-93989,93989-location,Dogs & Cats Hospital,38139-93989,21-93989,2025-01-29,2025-01-29 15:30:00,15,Appointment,Exam,Kept,JH: 01-29-25 at 9:10a: Exam for dental - schedule w/Luna next month,Professional Services,False,False,2025-01-29,2025-01-29,66.0,2.0,True,True,2.0,False,15.5,Wednesday,15,1,2,False,False,True,False,15,,,,0.275092936802974,0.3671988388969521,False,False
33293-93989,93989-location,Dogs & Cats Hospital,38139-93989,142-93989,2025-02-06,2025-02-06 08:45:00,45,Appointment,Dental,Kept,"SJ: 01-29-25 at 4:31p: Dental_x000D_
_x000D_
2/5/2025 8:53 AM: Appointment is confirmed",Dentistry,False,False,2025-01-29,2025-02-06,851.9,17.0,True,True,14.0,False,200.75,Thursday,8,2,3,False,True,False,False,45,2025-01-29 15:30:00,7.0,0.0,0.24581005586592178,0.3671988388969521,False,False
33241-93989,93989-location,Dogs & Cats Hospital,38152-93989,65-93989,2025-01-17,2025-01-17 11:30:00,30,Appointment,Exam,Kept,SJ: 01-16-25 at 10:17a: Recheck ears,Professional Services,False,False,2025-01-16,2025-01-17,104.88,9.0,True,True,5.0,False,35.5,Friday,11,1,4,False,True,False,False,30,,,,0.4251968503937008,0.3671988388969521,False,False
33766-93989,93989-location,Dogs & Cats Hospital,38152-93989,142-93989,2025-02-05,2025-02-05 13:45:00,15,Appointment,Note,Scheduled,ACF: 12-05-24 at 9:46a: call Dorothy; have her bring Missy for Bravecto dose af,Professional Services,False,False,2024-12-05,2025-02-05,0.0,,False,False,,True,1501.75,Wednesday,13,2,2,False,False,True,False,15,2025-01-17 11:30:00,19.0,0.0,0.24581005586592178,0.3671988388969521,False,False
3319-93989,93989-location,Dogs & Cats Hospital,3816-93989,,2025-01-03,2025-01-03 08:45:00,30,Appointment,Exam,Rescheduled,"LP: 12-16-24 at 11:14a: O would like to come in sooner, also needs anal glands and nail trim _x000D_
JH: 12-11-24 at 12:06p: Annual w/vax_x000D_
*first official exam, been here for boarding only",Professional Services,False,False,2024-12-11,2025-01-03,0.0,,False,False,,True,560.75,Friday,8,1,4,False,True,False,False,30,,,,,0.3671988388969521,False,False
329655-93989,93989-location,Dogs & Cats Hospital,3816-93989,21-93989,2025-02-11,2025-02-11 09:00:00,30,Appointment,Grooming,Cancelled,"TOR: 11-11-24 at 9:49a: Groom_x000D_
every 4 weeks ; big dog",Grooming,True,False,2024-11-11,2025-02-11,0.0,,False,False,,True,2217.0,Tuesday,9,2,1,False,True,False,False,30,2025-01-03 08:45:00,39.0,1.0,0.275092936802974,0.3671988388969521,False,False
331551-93989,93989-location,Dogs & Cats Hospital,38167-93989,23-93989,2025-01-24,2025-01-24 08:00:00,30,Appointment,Exam,Kept,"TOR: 12-27-24 at 8:23a: Puppy boosters_x000D_
_x000D_
1/22/2025 3:29 PM: Appointment is confirmed",Professional Services,False,False,2024-12-27,2025-01-24,154.84,7.02,True,True,8.0,False,680.0,Friday,8,1,4,False,True,False,False,30,,,,0.23934426229508196,0.3671988388969521,False,False
331438-93989,93989-location,Dogs & Cats Hospital,3817-93989,142-93989,2025-02-12,2025-02-12 13:30:00,15,Appointment,Note,Scheduled,ACF: 12-23-24 at 9:34a: call to set up tech visit for PH 6 & Bravecto af  while pt is here>>>>schedule neuter and PH 12 in August af,Professional Services,False,False,2024-12-23,2025-02-12,0.0,,False,False,,True,1237.5,Wednesday,13,2,2,False,False,True,False,15,,,,0.24581005586592178,0.3671988388969521,False,False
333479-93989,93989-location,Dogs & Cats Hospital,3817-93989,166-93989,2025-02-14,2025-02-14 09:15:00,15,Appointment,Drop Off,Kept,SJ: 02-13-25 at 3:55p: Exam possible uti and Bubble Bath switch Deluxe if nail need trim,Professional Services,False,False,2025-02-13,2025-02-14,189.5,4.0,True,True,4.0,False,33.25,Friday,9,2,4,False,True,False,False,15,2025-02-12 13:30:00,1.0,1.0,0.4013605442176871,0.3671988388969521,False,False
333765-93989,93989-location,Dogs & Cats Hospital,3817-93989,166-93989,2025-02-21,2025-02-21 09:45:00,15,Appointment,Drop Off,Kept,EJF: 02-21-25 at 9:04a: ADR vomiting,Professional Services,False,False,2025-02-21,2025-02-21,0.0,,False,False,,True,9.75,Friday,9,2,4,False,True,False,False,15,2025-02-14 09:15:00,7.0,0.5,0.4013605442176871,0.3671988388969521,False,False
333799-93989,93989-location,Dogs & Cats Hospital,3817-93989,166-93989,2025-02-21,2025-02-21 17:15:00,15,Appointment,Exam,Kept,BC: 02-21-25 at 1:05p: Diarrhea since 4AM,Professional Services,False,False,2025-02-21,2025-02-21,0.0,,False,False,,True,17.25,Friday,17,2,4,False,False,False,True,15,2025-02-21 09:45:00,0.0,0.6666666666666666,0.4013605442176871,0.3671988388969521,False,False
333828-93989,93989-location,Dogs & Cats Hospital,3817-93989,166-93989,2025-02-22,2025-02-22 08:30:00,15,Appointment,Drop Off,Kept,PEP: 02-22-25 at 8:55a: cont. care,Professional Services,False,False,2025-02-22,2025-02-22,3274.6,68.0,True,True,25.0,False,8.5,Saturday,8,2,5,True,True,False,False,15,2025-02-21 17:15:00,0.0,0.75,0.4013605442176871,0.3671988388969521,False,False
331934-93989,93989-location,Dogs & Cats Hospital,38175-93989,23-93989,2025-01-07,2025-01-07 10:30:00,30,Appointment,Exam,Kept,JH: 01-07-25 at 10:14a: walk in (Kayla on the way to translate); Annual w/vax - O needs travel certificate,Professional Services,False,False,2025-01-07,2025-01-07,486.5,80.0,True,True,12.0,False,10.5,Tuesday,10,1,1,False,True,False,False,30,,,,0.23934426229508196,0.3671988388969521,False,False
331712-93989,93989-location,Dogs & Cats Hospital,3818-93989,166-93989,2025-01-03,2025-01-03 08:15:00,15,Appointment,Technician appointment,Kept,MD: 12-31-24 at 4:54p: blood draw for crypto testing (MiraVista Cryptococcus Antigen Latex Agglutination); let Denson know when pt is here,Professional Services,False,False,2024-12-31,2025-01-03,0.0,,False,False,,True,80.25,Friday,8,1,4,False,True,False,False,15,,,,0.4013605442176871,0.3671988388969521,False,False
333323-93989,93989-location,Dogs & Cats Hospital,3818-93989,21-93989,2025-02-10,2025-02-10 13:00:00,30,Appointment,Exam,Kept,TOR: 02-10-25 at 9:38a: Vaccines,Professional Services,False,False,2025-02-10,2025-02-10,270.70000000000005,8.0,True,True,8.0,False,13.0,Monday,13,2,0,False,False,True,False,30,2025-01-03 08:15:00,38.0,1.0,0.275092936802974,0.3671988388969521,False,False
33539-93989,93989-location,Dogs & Cats Hospital,38181-93989,65-93989,2025-01-15,2025-01-15 09:00:00,30,Appointment,Exam,Cancelled,"TOR: 01-06-25 at 10:05a: Can't afford right now_x000D_
_x000D_
SJ: 11-22-24 at 9:46a: Recheck ears KET?_x000D_
_x000D_
SJ: 11-27-24 at 9:47a: rescheduled, family conflicts can't come sooner",Professional Services,True,False,2024-11-22,2025-01-15,0.0,,False,False,,True,1305.0,Wednesday,9,1,2,False,True,False,False,30,,,,0.4251968503937008,0.3671988388969521,False,False
331556-93989,93989-location,Dogs & Cats Hospital,38183-93989,35-93989,2025-01-20,2025-01-20 08:15:00,15,Appointment,Boarding,Rescheduled,BJW: 12-27-24 at 9:57a: Brd til 1/23,Boarding,False,False,2024-12-27,2025-01-20,0.0,,False,False,,True,584.25,Monday,8,1,0,False,True,False,False,15,,,,0.859504132231405,0.3671988388969521,False,False
332487-93989,93989-location,Dogs & Cats Hospital,38183-93989,35-93989,2025-01-27,2025-01-27 08:30:00,15,Appointment,Boarding,Kept,BJW: 12-27-24 at 9:57a: Brd til 1/30,Boarding,False,False,2024-12-27,2025-01-27,0.0,,False,False,,True,752.5,Monday,8,1,0,False,True,False,False,15,2025-01-20 08:15:00,7.0,1.0,0.859504132231405,0.3671988388969521,False,False
3388-93989,93989-location,Dogs & Cats Hospital,38184-93989,21-93989,2025-01-15,2025-01-15 08:30:00,30,Appointment,Surgery,Kept,STU: 12-09-24 at 9:05a: Neuter,Surgery,False,False,2024-12-09,2025-01-15,236.4,7.0,True,True,7.0,False,896.5,Wednesday,8,1,2,False,True,False,False,30,,,,0.275092936802974,0.3671988388969521,False,False
33878-93989,93989-location,Dogs & Cats Hospital,38185-93989,21-93989,2025-01-15,2025-01-15 09:00:00,60,Appointment,Surgery,Kept,"STU: 12-09-24 at 9:05a: Spay_x000D_
_x000D_
1/14/2025 11:15 AM: Appointment is confirmed",Surgery,False,False,2024-12-09,2025-01-15,413.0,9.0,True,True,9.0,False,897.0,Wednesday,9,1,2,False,True,False,False,60,,,,0.275092936802974,0.3671988388969521,False,False
3389-93989,93989-location,Dogs & Cats Hospital,38187-93989,21-93989,2025-02-17,2025-02-17 09:00:00,60,Appointment,Surgery,Kept,"TOR: 02-17-25 at 8:26a: O just woke up will be here by 9am_x000D_
JH: 12-09-24 at 10:41a: Spay, microchip_x000D_
_x000D_
2/16/2025 9:09 AM: Appointment is confirmed",Surgery,False,False,2024-12-09,2025-02-17,554.4,14.0,True,True,10.0,False,1689.0,Monday,9,2,0,False,True,False,False,60,,,,0.275092936802974,0.3671988388969521,False,False
3323-93989,93989-location,Dogs & Cats Hospital,38188-93989,113-93989,2025-01-29,2025-01-29 08:45:00,15,Appointment,Grooming,Kept,"BJW: 11-15-24 at 4:37p: New client-Grooming,_x000D_
_x000D_
1/27/2025 8:50 AM: Appointment is confirmed",Grooming,False,False,2024-11-15,2025-01-29,87.8,2.0,True,True,2.0,False,1808.75,Wednesday,8,1,2,False,True,False,False,15,,,,0.4574898785425101,0.3671988388969521,False,False
331975-93989,93989-location,Dogs & Cats Hospital,38189-93989,166-93989,2025-01-10,2025-01-10 15:00:00,15,Appointment,Technician appointment,Kept,TOR: 01-08-25 at 7:17a: Flu Vax,Professional Services,False,False,2025-01-08,2025-01-10,54.0,2.0,True,True,2.0,False,63.0,Friday,15,1,4,False,False,True,False,15,,,,0.4013605442176871,0.3671988388969521,False,False
332135-93989,93989-location,Dogs & Cats Hospital,38189-93989,166-93989,2025-01-31,2025-01-31 16:00:00,15,Appointment,Technician appointment,Kept,TOR: 01-10-25 at 3:05p: Flu booster,Professional Services,False,False,2025-01-10,2025-01-31,54.0,2.0,True,True,2.0,False,520.0,Friday,16,1,4,False,False,True,False,15,2025-01-10 15:00:00,21.0,0.0,0.4013605442176871,0.3671988388969521,False,True
331655-93989,93989-location,Dogs & Cats Hospital,3819-93989,23-93989,2025-01-13,2025-01-13 10:00:00,30,Appointment,Exam,Kept,"TOR: 12-30-24 at 3:21p: Recheck knee cap_x000D_
_x000D_
1/11/2025 11:57 AM: Appointment is confirmed",Professional Services,False,False,2024-12-30,2025-01-13,53.0,3.0,True,True,3.0,False,346.0,Monday,10,1,0,False,True,False,False,30,,,,0.23934426229508196,0.3671988388969521,False,False
